time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-16T06:02:07.660Z,36.171,-97.3285,7.92,0.98,ml,54,48,0.1169770451,0.29,ok,ok2020nwkb,2020-07-17T13:12:54.015Z,"5 km ENE of Orlando, Oklahoma",earthquake,,0.9,0.12,21,reviewed,ok,ok
2020-07-16T05:59:41.350Z,39.932,-120.7898333,11.49,2.03,md,22,102,0.3374,0.09,nc,nc73427011,2020-07-16T10:43:03.213Z,"3km NNE of Spring Garden, CA",earthquake,0.31,2.74,0.242,28,reviewed,nc,nc
2020-07-16T05:57:39.210Z,38.1633,-118.0042,0,0.8,ml,9,109.05,0.032,0.14,nn,nn00760469,2020-07-16T06:01:02.508Z,"26 km SSE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-07-16T05:56:09.121Z,61.0543,-151.0523,7.3,1.2,ml,,,,0.68,ak,ak02093jpwk5,2020-08-04T03:30:14.575Z,"4 km ESE of Tyonek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T05:53:15.900Z,39.4105,-110.3075,-1.51,1.43,ml,12,127,0.01924,0.08,uu,uu60402152,2020-07-16T13:39:06.760Z,"17 km SSE of Sunnyside, Utah",earthquake,0.56,0.32,0.036,3,reviewed,uu,uu
2020-07-16T05:52:42.307Z,36.7628,-115.9802,4.9,1.6,ml,31,142.42,0.035,0.1618,nn,nn00760466,2020-07-17T02:20:41.764Z,"35 km NW of Indian Springs, Nevada",earthquake,,1.1,0.63,18,reviewed,nn,nn
2020-07-16T05:51:20.219Z,58.3752,-133.5038,4.4,2,ml,,,,0.3,ak,ak02093jouvo,2020-08-04T03:30:07.659Z,"54 km E of Juneau, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T05:50:38.380Z,38.173,-117.974,3.1,1,ml,12,109.45,0.032,0.2,nn,nn00760465,2020-07-16T05:54:02.821Z,"26 km SSE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-07-16T05:45:48.213Z,58.3945,-133.5401,5.7,1.4,ml,,,,0.32,ak,ak02093jnmqt,2020-08-04T04:23:39.624Z,"52 km E of Juneau, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T05:29:51.574Z,63.3724,-151.8172,3.6,0.6,ml,,,,0.37,ak,ak02093jk7is,2020-08-04T03:30:00.600Z,"19 km SSW of Denali National Park, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-07-16T05:23:41.270Z,40.7303333,-112.0501667,7.93,0.64,md,14,83,0.01137,0.14,uu,uu60402147,2020-07-16T21:39:40.500Z,"4 km ENE of Magna, Utah",earthquake,0.39,0.87,0.253,7,reviewed,uu,uu
2020-07-16T05:12:59.876Z,38.1547,-117.9566,6.5,1.9,ml,26,48.68,0.016,0.1225,nn,nn00760458,2020-07-17T02:20:35.727Z,"29 km SSE of Mina, Nevada",earthquake,,0.9,0.42,12,reviewed,nn,nn
2020-07-16T05:06:44.990Z,17.9785,-66.9898,7,2.05,md,10,170,0.0552,0.16,pr,pr2020198007,2020-07-29T21:59:46.590Z,"6 km E of La Parguera, Puerto Rico",earthquake,0.68,0.4,0.02,3,reviewed,pr,pr
2020-07-16T05:04:47.569Z,58.9984,-152.202,59,1.8,ml,,,,0.33,ak,ak02093jeua5,2020-08-04T03:29:46.141Z,"42 km SSW of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-16T04:59:45.360Z,65.2366,-166.7935,4.4,1.3,ml,,,,0.39,ak,ak02093j56xo,2020-08-04T03:29:53.458Z,"3 km SE of Port Clarence, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-16T04:57:29.500Z,35.893,-117.6836667,5.05,0.92,ml,21,80,0.06108,0.1,ci,ci38592538,2020-07-17T20:21:16.793Z,"21km ESE of Little Lake, CA",earthquake,0.13,0.46,0.165,14,reviewed,ci,ci
2020-07-16T04:57:07.470Z,35.6693333,-117.5566667,6.4,0.85,ml,22,124,0.08803,0.11,ci,ci37450669,2020-07-17T20:28:19.829Z,"12km ENE of Ridgecrest, CA",earthquake,0.17,0.56,0.144,9,reviewed,ci,ci
2020-07-16T04:51:08.130Z,38.8149986,-122.8318329,1.52,0.56,md,5,105,0.006463,0,nc,nc73427006,2020-07-16T05:06:03.872Z,"8km WNW of The Geysers, CA",earthquake,1.9,1.66,,1,automatic,nc,nc
2020-07-16T04:50:30.830Z,33.7135,-116.8518333,15.14,2.59,ml,135,15,0.06554,0.21,ci,ci38592522,2020-07-28T02:40:53.040Z,"5km SE of Valle Vista, CA",earthquake,0.11,0.29,0.168,30,reviewed,ci,ci
2020-07-16T04:47:03.213Z,61.2436,-149.6794,28.9,0.8,ml,,,,0.51,ak,ak02093j2j1x,2020-08-04T03:29:39.053Z,"2 km WSW of Elmendorf Air Force Base, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-07-16T04:45:00.770Z,39.4111667,-110.3035,-1.74,1.43,ml,9,199,0.02114,0.1,uu,uu60402142,2020-07-16T21:42:16.850Z,"17 km SSE of Sunnyside, Utah",earthquake,1.08,0.74,0.14,3,reviewed,uu,uu
2020-07-16T04:42:45.370Z,38.1277,-118.0688,6.4,1.7,ml,24,64.19,0.033,0.13,nn,nn00760453,2020-07-16T04:46:03.974Z,"29 km S of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-16T04:42:44.908Z,64.6345,-149.8474,11,0.6,ml,,,,0.41,ak,ak02093j1jqs,2020-08-04T03:29:32.071Z,"34 km W of Four Mile Road, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-07-16T04:42:31.820Z,36.6575,-98.79883333,6.11,1.52,ml,56,58,0.1097784577,0.17,ok,ok2020nwhk,2020-07-16T13:02:55.731Z,"4 km S of Avard, Oklahoma",earthquake,,0.4,0.19,21,reviewed,ok,ok
2020-07-16T04:32:27.560Z,38.0303,-118.794,0.2,1,ml,9,104.82,0.319,0.12,nn,nn00760452,2020-07-16T04:43:41.629Z,"29 km ENE of Lee Vining, California",earthquake,,9.7,,,automatic,nn,nn
2020-07-16T04:30:56.830Z,33.7508333,-116.1233333,1.58,1.12,ml,32,73,0.09375,0.15,ci,ci38592498,2020-07-17T19:14:47.330Z,"9km NNE of Coachella, CA",earthquake,0.15,0.29,0.148,22,reviewed,ci,ci
2020-07-16T04:29:19.350Z,17.935,-66.926,14,2.57,md,17,217,0.0616,0.15,pr,pr2020198006,2020-07-29T21:59:18.782Z,"4 km SSW of Guánica, Puerto Rico",earthquake,0.55,0.41,0.39,7,reviewed,pr,pr
2020-07-16T04:19:10.854Z,58.3706,-133.5758,10.1,1.5,ml,,,,0.27,ak,ak02093iwjn1,2020-08-04T04:23:32.672Z,"50 km E of Juneau, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-16T04:17:53.110Z,33.6013333,-116.8061667,5.74,0.23,ml,19,82,0.03593,0.09,ci,ci38592482,2020-07-17T18:54:31.180Z,"13km WNW of Anza, CA",earthquake,0.17,0.49,0.191,7,reviewed,ci,ci
2020-07-16T04:09:15.062Z,66.953,-156.5641,4.5,0.7,ml,,,,0.31,ak,ak02093iuetk,2020-08-04T03:29:25.000Z,"14 km ENE of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T04:00:39.880Z,33.5816667,-116.8041667,7.51,0.3,ml,16,73,0.03553,0.08,ci,ci38592474,2020-07-17T18:47:54.142Z,"12km WNW of Anza, CA",earthquake,0.22,0.38,0.089,7,reviewed,ci,ci
2020-07-16T04:00:16.460Z,36.4465,-117.9895,3.74,2.38,ml,37,69,0.0734,0.15,ci,ci38592466,2020-07-17T18:45:27.560Z,"17km SSE of Lone Pine, CA",earthquake,0.15,0.45,0.143,20,reviewed,ci,ci
2020-07-16T03:58:31.260Z,38.2017,-117.8915,1.9,1.3,ml,14,125.26,0.038,0.08,nn,nn00760442,2020-07-16T04:02:32.960Z,"28 km SE of Mina, Nevada",earthquake,,7.9,,,automatic,nn,nn
2020-07-16T03:53:26.689Z,56.5686,-148.7464,10,2.7,ml,,254,2.418,0.97,us,us7000asf5,2020-08-04T04:23:25.539Z,"243 km ESE of Chiniak, Alaska",earthquake,8.4,2,0.064,32,reviewed,us,us
2020-07-16T03:52:59.180Z,38.8348351,-122.8095016,2.24,0.59,md,12,74,0.01143,0.01,nc,nc73426991,2020-07-16T05:40:02.315Z,"8km W of Cobb, CA",earthquake,0.32,0.63,0.03,3,automatic,nc,nc
2020-07-16T03:51:46.470Z,35.7443333,-117.574,4.79,0.89,ml,22,73,0.07377,0.2,ci,ci38592458,2020-07-17T05:22:53.103Z,"16km W of Searles Valley, CA",earthquake,0.3,0.55,0.131,10,reviewed,ci,ci
2020-07-16T03:45:38.740Z,38.556,-122.3131667,-0.3,1.62,md,26,65,0.05037,0.22,nc,nc73426986,2020-07-16T08:37:02.440Z,"12km E of Angwin, CA",earthquake,0.27,1,0.088,22,reviewed,nc,nc
2020-07-16T03:43:45.960Z,38.1777,-117.9488,6.5,1.7,ml,15,88.97,0.031,0.06,nn,nn00760437,2020-07-16T03:59:22.783Z,"27 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-07-16T03:43:23.505Z,38.1467,-117.8847,8.2,0.2,ml,7,118.64,0.015,0.1077,nn,nn00760635,2020-07-17T02:21:04.819Z,"33 km SE of Mina, Nevada",earthquake,,1.4,0.62,6,reviewed,nn,nn
2020-07-16T03:43:13.771Z,38.0282,-118.7237,9,0.8,ml,12,181.15,0.282,0.1204,nn,nn00760438,2020-07-17T02:20:29.999Z,"31 km NW of Benton, California",earthquake,,8,0.1,2,reviewed,nn,nn
2020-07-16T03:42:28.048Z,58.3319,-133.4657,0.6,3.1,ml,,,,0.6,ak,ak02093ig2ti,2020-08-04T03:29:10.561Z,"56 km E of Juneau, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T03:42:10.469Z,51.8361,-177.3711,13.3,1.2,ml,,,,0.64,ak,ak02093ig1fa,2020-08-04T03:29:17.681Z,"50 km W of Adak, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-07-16T03:42:09.950Z,38.2417,-117.7105,3.3,1.2,ml,12,127.63,0.036,0.17,nn,nn00760435,2020-07-16T03:45:22.515Z,"38 km ESE of Mina, Nevada",earthquake,,3.6,,,automatic,nn,nn
2020-07-16T03:37:08.080Z,35.6813333,-117.5205,13.26,1.09,ml,17,137,0.148,0.14,ci,ci38592402,2020-07-16T15:42:35.279Z,"14km SW of Searles Valley, CA",earthquake,0.34,0.78,0.216,14,reviewed,ci,ci
2020-07-16T03:33:19.270Z,38.1732,-117.9293,5.7,0.8,ml,13,136.41,0.014,0.17,nn,nn00760432,2020-07-16T03:43:22.179Z,"28 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-16T03:32:24.620Z,58.5174,-143.5515,7.4,2,ml,,,,0.46,ak,ak02093idzc1,2020-08-04T03:29:03.731Z,"247 km WSW of Yakutat, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2020-07-16T03:30:58.480Z,33.4731667,-116.4478333,11.08,0.8,ml,41,38,0.1087,0.18,ci,ci38592394,2020-07-17T18:30:18.590Z,"23km ESE of Anza, CA",earthquake,0.19,0.51,0.143,18,reviewed,ci,ci
2020-07-16T03:30:30.150Z,35.7968333,-117.6086667,7.34,0.79,ml,17,78,0.02093,0.17,ci,ci38592386,2020-07-27T18:04:03.684Z,"19km W of Searles Valley, CA",earthquake,0.29,0.54,0.114,6,reviewed,ci,ci
2020-07-16T03:29:47.810Z,33.4105,-116.3765,5.85,0.47,ml,20,93,0.07374,0.19,ci,ci38592378,2020-07-17T17:41:45.632Z,"17km N of Borrego Springs, CA",earthquake,0.3,1.56,0.112,11,reviewed,ci,ci
2020-07-16T03:29:07.900Z,33.8041667,-117.7826667,5.21,0.85,ml,18,87,0.02494,0.16,ci,ci38592370,2020-07-16T03:39:26.727Z,"3km ESE of Villa Park, CA",earthquake,0.32,0.4,0.232,5,reviewed,ci,ci
2020-07-16T03:28:51.569Z,64.7135,-148.5493,7.2,1,ml,,,,0.27,ak,ak02093id4mn,2020-08-04T03:28:56.802Z,"29 km WSW of Ester, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-16T03:28:30.330Z,17.9519,-67.0065,5,2.53,md,21,217,0.0416,0.12,pr,pr2020198000,2020-07-17T01:05:44.040Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.38,0.24,0.39,8,reviewed,pr,pr
2020-07-16T03:23:44.240Z,38.7750015,-122.7433319,0.23,0.65,md,9,76,0.01804,0.02,nc,nc73426981,2020-07-16T04:43:10.734Z,"1km ESE of The Geysers, CA",earthquake,0.26,1.37,0.07,2,automatic,nc,nc
2020-07-16T03:22:22.810Z,36.1266667,-117.8671667,5.15,0.85,ml,20,55,0.01347,0.15,ci,ci38592362,2020-07-17T16:11:25.247Z,"12km NE of Coso Junction, CA",earthquake,0.24,0.49,0.31,11,reviewed,ci,ci
2020-07-16T03:17:02.055Z,63.4969,-151.0045,0,0.9,ml,,,,0.55,ak,ak02093ianxr,2020-08-04T03:28:49.845Z,"36 km E of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T03:15:23.354Z,59.5966,-153.0835,91.4,1.3,ml,,,,0.31,ak,ak02093iaa20,2020-08-04T03:28:43.072Z,"61 km ESE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T03:14:19.220Z,38.184,-117.7458,14.4,1.1,ml,12,172.48,0.123,0.07,nn,nn00760427,2020-07-16T03:18:02.577Z,"39 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-16T03:13:00.820Z,35.6631667,-117.3745,7.8,0.66,ml,6,208,0.1047,0.12,ci,ci38592354,2020-07-17T16:06:37.428Z,"11km S of Trona, CA",earthquake,0.58,1.41,0.117,1,reviewed,ci,ci
2020-07-16T03:11:32.440Z,38.2083,-117.7315,10.3,1.4,ml,15,128.25,0.02,0.08,nn,nn00760425,2020-07-16T03:15:22.766Z,"38 km ESE of Mina, Nevada",earthquake,,2,,,automatic,nn,nn
2020-07-16T03:08:00.170Z,-6.0933,131.206,35,4.6,mb,,103,1.879,0.56,us,us6000b2py,2020-07-28T02:29:29.040Z,"178 km WSW of Tual, Indonesia",earthquake,6.9,2,0.182,9,reviewed,us,us
2020-07-16T02:58:19.560Z,38.165,-117.898,9.3,0.9,ml,11,110.24,0.016,0.07,nn,nn00760423,2020-07-16T03:12:42.065Z,"31 km SE of Mina, Nevada",earthquake,,7.5,,,automatic,nn,nn
2020-07-16T02:54:39.788Z,61.0392,-159.2079,2.6,0.9,ml,,,,0.49,ak,ak02093hx8pp,2020-08-04T03:28:36.250Z,"59 km S of Chuathbaluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T02:53:05.960Z,33.1536667,-115.9808333,2.93,1.23,ml,33,52,0.1377,0.28,ci,ci38592338,2020-07-16T15:44:08.803Z,"14km E of Ocotillo Wells, CA",earthquake,0.41,1.1,0.169,27,reviewed,ci,ci
2020-07-16T02:52:38.020Z,33.1546667,-115.9826667,6.8,0.86,ml,30,56,0.1251,0.18,ci,ci38592330,2020-07-17T17:34:08.591Z,"14km E of Ocotillo Wells, CA",earthquake,0.2,0.86,0.215,9,reviewed,ci,ci
2020-07-16T02:51:31.070Z,38.8341675,-122.8193359,1.21,0.63,md,18,83,0.01296,0.03,nc,nc73426971,2020-07-16T03:06:34.846Z,"8km NW of The Geysers, CA",earthquake,0.23,0.48,0.34,2,automatic,nc,nc
2020-07-16T02:40:32.530Z,44.3158333,-115.1666667,2.96,1.65,ml,8,109,0.929,0.1,mb,mb80450559,2020-07-17T21:22:42.930Z,"21 km WNW of Stanley, Idaho",earthquake,0.42,1.43,0.24,7,reviewed,mb,mb
2020-07-16T02:38:25.760Z,63.5189,-150.7429,7.7,0.9,ml,,,,0.51,ak,ak02093hts38,2020-08-04T03:28:29.329Z,"48 km E of Denali National Park, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-07-16T02:31:54.820Z,39.4816667,-123.3226667,6.66,1.43,md,20,92,0.1348,0.11,nc,nc73426966,2020-07-16T07:21:03.949Z,"7km NE of Brooktrails, CA",earthquake,0.23,1.15,0.205,19,reviewed,nc,nc
2020-07-16T02:30:23.064Z,64.7552,-152.4193,1.4,0.9,ml,,,,0.35,ak,ak02093hs27k,2020-08-04T03:28:22.382Z,"49 km SSW of Tanana, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T02:30:08.774Z,60.399,-139.0037,0.2,1.2,ml,,,,0.69,ak,ak02093hs17c,2020-08-04T03:28:15.526Z,"90 km WSW of Haines Junction, Canada",earthquake,,0.3,,,reviewed,ak,ak
2020-07-16T02:27:38.675Z,24.6068,92.3957,39.62,4.4,mb,,69,1.073,0.48,us,us6000b54f,2020-07-28T02:13:00.040Z,"18 km WSW of Hailākāndi, India",earthquake,5.6,7.4,0.144,14,reviewed,us,us
2020-07-16T02:25:29.761Z,37.9905,73.5538,44.73,4.6,mb,,72,1.569,0.88,us,us7000apfu,2020-07-28T02:13:54.040Z,"41 km WSW of Murghob, Tajikistan",earthquake,3.1,7.5,0.146,14,reviewed,us,us
2020-07-16T02:23:34.867Z,57.1269,-155.5466,66.9,2.1,ml,,,,0.38,ak,ak02093hql32,2020-08-04T03:28:08.581Z,"82 km SW of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-16T02:16:35.450Z,17.948,-66.8998,13,2.8,md,21,194,0.034,0.22,pr,pr2020198005,2020-07-29T15:08:38.579Z,"2 km SSE of Guánica, Puerto Rico",earthquake,0.7,0.34,0.34,18,reviewed,pr,pr
2020-07-16T02:16:19.540Z,38.8161659,-122.8218307,2.72,0.56,md,7,169,0.009276,0.01,nc,nc73426961,2020-07-16T02:43:03.703Z,"7km NW of The Geysers, CA",earthquake,0.9,1.09,,1,automatic,nc,nc
2020-07-16T02:15:05.181Z,59.8329,-152.1878,71.1,1.3,ml,,,,0.22,ak,ak02093hot9a,2020-08-04T03:28:01.705Z,"20 km WNW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T02:13:45.980Z,31.9343,-102.3067,2.5,2.5,mb_lg,,44,0.08,0.36,us,us7000apfq,2020-07-22T12:22:48.057Z,"11 km NNE of Odessa, Texas",earthquake,1.3,2.1,0.074,49,reviewed,us,us
2020-07-16T02:13:30.170Z,38.813,-122.831,1.61,-0.03,md,13,64,0.004365,0.02,nc,nc73426956,2020-07-16T19:07:31.962Z,"8km WNW of The Geysers, CA",earthquake,0.29,0.53,0.28,2,reviewed,nc,nc
2020-07-16T02:10:29.094Z,22.2558,70.9928,10,4.1,mb,,112,11.529,0.54,us,us7000apfs,2020-07-28T01:31:53.878Z,"20 km E of Rājkot, India",earthquake,13.7,2,0.151,12,reviewed,us,us
2020-07-16T02:07:53.680Z,35.9168333,-117.7056667,4.2,0.25,ml,11,82,0.05454,0.1,ci,ci38592306,2020-07-16T03:41:29.842Z,"18km E of Little Lake, CA",earthquake,0.21,0.46,0.159,3,reviewed,ci,ci
2020-07-16T02:02:58.714Z,58.5635,-143.5778,8,2.1,ml,,,,0.4,ak,ak02093hm4ze,2020-08-04T03:27:54.898Z,"246 km WSW of Yakutat, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-07-16T02:02:43.680Z,37.633,-119.041,-0.77,0.61,md,10,112,0.01367,0.03,nc,nc73426951,2020-07-16T04:29:03.648Z,"6km W of Mammoth Lakes, CA",earthquake,0.22,0.3,0.486,8,reviewed,nc,nc
2020-07-16T02:00:50.700Z,39.4845,-123.3185,6.25,1.82,md,23,48,0.09562,0.1,nc,nc73426946,2020-07-16T11:10:04.378Z,"7km NE of Brooktrails, CA",earthquake,0.24,1.35,0.1,19,reviewed,nc,nc
2020-07-16T02:00:48.890Z,39.4161667,-110.306,-1.76,1.63,ml,14,128,0.01678,0.09,uu,uu60402137,2020-07-16T13:25:11.080Z,"16 km SSE of Sunnyside, Utah",earthquake,0.29,0.53,0.087,4,reviewed,uu,uu
2020-07-16T01:59:25.930Z,17.959,-66.9825,8,2.25,md,10,201,0.0626,0.2,pr,pr2020198004,2020-07-29T15:07:24.660Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.67,1.32,0.21,7,reviewed,pr,pr
2020-07-16T01:53:29.500Z,34.0558333,-117.1768333,10.91,0.83,ml,16,101,0.08251,0.12,ci,ci38592282,2020-07-16T03:31:52.317Z,"0km E of Redlands, CA",earthquake,0.22,0.55,0.082,4,reviewed,ci,ci
2020-07-16T01:52:55.600Z,35.9083333,-117.7436667,8.01,0.65,ml,22,42,0.07272,0.15,ci,ci37450637,2020-07-17T17:19:58.871Z,"15km ESE of Little Lake, CA",earthquake,0.21,0.49,0.275,14,reviewed,ci,ci
2020-07-16T01:52:45.290Z,35.874,-117.6971667,9.15,0.66,ml,20,74,0.08295,0.1,ci,ci38592274,2020-07-17T17:10:18.459Z,"20km ESE of Little Lake, CA",earthquake,0.16,0.39,0.185,9,reviewed,ci,ci
2020-07-16T01:49:21.740Z,38.8358333,-122.8078333,2.58,0.32,md,18,53,0.01254,0.01,nc,nc73426941,2020-07-16T06:37:03.649Z,"8km WNW of Cobb, CA",earthquake,0.25,0.37,0.382,2,reviewed,nc,nc
2020-07-16T01:46:49.930Z,38.8110008,-122.8248367,2.47,0.88,md,13,84,0.004005,0.01,nc,nc73426936,2020-07-16T02:01:03.445Z,"7km WNW of The Geysers, CA",earthquake,0.38,0.81,,1,automatic,nc,nc
2020-07-16T01:46:00.930Z,36.20183333,-96.97566667,6.63,1.34,ml,61,35,0,0.21,ok,ok2020nwbp,2020-07-16T13:14:26.217Z,"5 km WSW of Glencoe, Oklahoma",earthquake,,0.4,0.21,28,reviewed,ok,ok
2020-07-16T01:45:28.880Z,39.4028333,-110.2798333,-3.39,1.26,ml,8,208,0.041,0.26,uu,uu60402132,2020-07-16T21:44:53.320Z,"18 km SSE of Sunnyside, Utah",earthquake,2.27,3.63,0.029,2,reviewed,uu,uu
2020-07-16T01:44:51.800Z,33.4726667,-116.9266667,14.89,0.42,ml,22,49,0.1212,0.2,ci,ci38592266,2020-07-17T16:59:09.388Z,"7km WNW of Aguanga, CA",earthquake,0.3,0.59,0.086,8,reviewed,ci,ci
2020-07-16T01:44:01.010Z,33.1643333,-115.9911667,7.06,0.91,ml,27,65,0.1155,0.18,ci,ci38592258,2020-07-17T16:48:29.340Z,"13km E of Ocotillo Wells, CA",earthquake,0.26,0.86,0.104,5,reviewed,ci,ci
2020-07-16T01:42:03.289Z,-40.314,176.6492,33.1,4.4,mb,,103,0.477,0.49,us,us7000apfk,2020-07-28T01:17:35.891Z,"74 km NNE of Castlepoint, New Zealand",earthquake,4.6,5.8,0.17,10,reviewed,us,us
2020-07-16T01:41:45.754Z,58.1807,-155.2899,2.3,0,ml,,,,0.13,ak,ak02093h915w,2020-08-04T03:27:48.068Z,"84 km NW of Karluk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-16T01:39:48.920Z,33.2236667,-116.0561667,5.42,1.16,ml,48,56,0.08148,0.19,ci,ci38592242,2020-07-17T16:41:09.800Z,"11km NE of Ocotillo Wells, CA",earthquake,0.18,0.48,0.205,19,reviewed,ci,ci
2020-07-16T01:35:21.163Z,58.1857,-155.2804,0.8,0.1,ml,,,,0.11,ak,ak02093h7p2l,2020-08-04T03:27:41.200Z,"84 km NW of Karluk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-16T01:35:17.840Z,39.4133333,-110.3078333,-1.24,1.24,ml,7,198,0.01716,0.07,uu,uu60402127,2020-07-16T21:47:32.450Z,"16 km SSE of Sunnyside, Utah",earthquake,0.85,0.43,0.028,2,reviewed,uu,uu
2020-07-16T01:34:11.350Z,37.4688333,-121.8203333,7.32,1.02,md,19,64,0.02257,0.05,nc,nc73426931,2020-07-16T19:10:04.661Z,"9km ENE of Milpitas, CA",earthquake,0.25,0.29,0.14,18,reviewed,nc,nc
2020-07-16T01:33:57.120Z,66.3077,-157.286,6.8,1.1,ml,,,,0.27,ak,ak02093h7cfb,2020-08-04T03:27:34.361Z,"65 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-16T01:32:39.000Z,18.022,-67.0248,7,2.26,md,10,92,0.056,0.46,pr,pr2020198003,2020-07-29T15:05:49.299Z,"4 km SE of Lajas, Puerto Rico",earthquake,1.1,1.25,0.21,4,reviewed,pr,pr
2020-07-16T01:29:49.590Z,-65.3261,178.8103,10,4.6,mb,,102,13.096,0.38,us,us6000b2pw,2020-07-28T01:05:22.040Z,"Balleny Islands region",earthquake,13.2,1.8,0.193,8,reviewed,us,us
2020-07-16T01:25:28.250Z,35.5373333,-84.318,18.22,1.13,md,5,100,0.1683,0.07,se,se60109923,2020-07-22T14:00:55.720Z,"4 km ENE of Madisonville, Tennessee",earthquake,0.3,1,0.085,5,reviewed,se,se
2020-07-16T01:23:20.653Z,-2.6865,29.1019,10,4.4,mb,,75,2.638,0.58,us,us7000apfj,2020-07-29T02:35:11.245Z,"22 km N of Cibitoke, Burundi",earthquake,6.6,1.8,0.109,24,reviewed,us,us
2020-07-16T01:21:55.852Z,24.606,94.8877,30.68,4.4,mb,,64,0.653,0.52,us,us6000b2q0,2020-07-28T00:02:01.040Z,"83 km E of Wāngjing, India",earthquake,6.1,6.5,0.149,13,reviewed,us,us
2020-07-16T01:20:05.419Z,19.6108,147.5972,10,4.5,mb,,79,4.676,0.53,us,us6000b2pz,2020-07-27T04:10:21.040Z,"Mariana Islands region",earthquake,8.7,1.6,0.086,39,reviewed,us,us
2020-07-16T01:16:58.630Z,36.416,-96.8935,5.42,0.08,ml,16,98,0.02879434957,0.09,ok,ok2020nwaq,2020-07-17T13:06:09.842Z,"11 km NW of Pawnee, Oklahoma",earthquake,,0.4,0.19,6,reviewed,ok,ok
2020-07-16T01:05:57.773Z,63.0492,-151.5346,3.3,1.1,ml,,,,0.56,ak,ak02093h1ced,2020-08-04T03:27:27.457Z,"55 km S of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-16T00:59:54.903Z,51.4359,-176.1174,20.4,1.4,ml,,,,0.22,ak,ak02093grh9e,2020-08-04T04:23:18.522Z,"60 km SE of Adak, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-07-16T00:56:45.900Z,35.6661667,-117.4706667,6.98,0.94,ml,19,88,0.1287,0.14,ci,ci38592234,2020-07-17T16:42:04.879Z,"13km SSW of Searles Valley, CA",earthquake,0.21,0.7,0.153,7,reviewed,ci,ci
2020-07-16T00:55:55.940Z,35.6348333,-117.4113333,9.38,1,ml,9,159,0.1161,0.09,ci,ci38592226,2020-07-16T15:45:42.171Z,"15km SSW of Trona, CA",earthquake,0.46,0.96,0.178,9,reviewed,ci,ci
2020-07-16T00:49:20.480Z,38.15,-117.9908,9.6,1.4,ml,13,91.56,0.036,0.15,nn,nn00760419,2020-07-16T00:52:37.711Z,"28 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-07-16T00:44:42.750Z,64.8641,-148.9602,12.9,1,ml,,,,0.59,ak,ak02093go8k5,2020-08-04T03:27:20.455Z,"30 km NNE of Four Mile Road, Alaska",earthquake,,0.1,,,reviewed,ak,ak
